Deskripsi Kode|Material|Plant|Sloc|Quantity
HR-PO|PCF|HSM|H704|                  8,320
HR-PO|PCF|HSM|H704|                  8,860
HR-PO|PCF|HSM|H704|                  9,540
HR-PO|PCF|HSM|H704|                 28,080
HR-PO|PCF|HSM|H704|                 52,790
HR-PO|PCF|HSM|H704|                 36,880
HR-PO|PCF|HSM|H704|                 35,430
HR-PO|PCF|HSM|H704|                  8,840
HR-PO|PCF|HSM|H704|                  9,460
HR-PO|PCF|HSM|H704|                 15,470
HR-PO|PCF|HSM|H704|                  9,810
HR-PO|PCF|HSM|H704|                 10,570
HR-PO|PCF|HSM|H704|                 40,550
HR-PO|PCF|HSM|H704|                 54,220
HR-PO|PCF|HSM|H704|                 33,310
HR-PO|PCF|HSM|H704|                 19,890
HR-PO|PCF|HSM|H704|                  9,060
HR-PO|PCF|HSM|H704|                  8,660
HR-PO|PCF|HSM|H704|                 40,030
HR-PO|PCF|HSM|H704|                 15,510
HR-PO|PCF|HSM|H704|                 23,100
HR-PO|PCF|HSM|H704|                 64,120
HR-PO|PCF|HSM|H704|                 26,360
HR-PO|PCF|HSM|H704|                 56,550
HR-PO|PCF|HSM|H704|                 40,010
HR-PO|PCF|HSM|H704|                 15,380
HR-PO|PCF|HSM|H704|                 14,970
HR-PO|PCF|HSM|H704|                  9,780
HR-PO|PCF|HSM|H704|                  8,890
HR-PO|PCF|HSM|H704|                  8,580
HR-PO|PCF|HSM|H704|                 18,220
HR-PO|PCF|HSM|H704|                 14,920
HR-PO|PCF|HSM|H704|                 10,850
HR-PO|PCF|HSM|H704|                 11,010
HR-PO|PCF|HSM|H704|                  9,910
HR-PO|PCF|HSM|H704|                  6,740
HR-PO|PCF|HSM|H704|                 75,870
HR-PO|PCF|HSM|H704|                 19,300
HR-PO|PCF|HSM|H704|                 59,390
HR-PO|PCF|HSM|H704|                 65,580
HR-PO|PCF|HSM|H704|                 67,900
HR-PO|PCF|HSM|H704|                 21,510
HR-PO|PCF|HSM|H704|                  9,850
HR-PO|PCF|HSM|H704|                 10,420
HR-PO|PCF|HSM|H704|                 18,160
HR-PO|PCF|HSM|H704|                  9,270
HR-PO|PCF|HSM|H704|                  9,980
HR-PO|PCF|HSM|H704|                 21,120
HR-PO|PCF|HSM|H704|                  9,690
HR-PO|PCF|HSM|H704|                 10,630
HR-PO|PCF|HSM|H704|                  6,060
HR-PO|PCF|HSM|H704|                  8,830
HR-PO|PCF|HSM|H704|                 30,960
HR-PO|PCF|HSM|H704|                 10,430
HR-PO|PCF|HSM|H704|                  9,950
HR-PO|PCF|HSM|H704|                 10,500
HR-PO|PCF|HSM|H704|                 10,290
HR-PO|PCF|HSM|H704|                  9,880
HR-PO|PCF|HSM|H704|                 28,460
HR-PO|PCF|HSM|H704|                 30,830
HR-PO|PCF|HSM|H704|                 21,220
HR-PO|PCF|HSM|H704|                  9,710
HR-PO|PCF|HSM|H704|                 75,912
HR-PO|PCF|HSM|H704|                 19,200
HR-PO|PCF|HSM|INTR|                  6,000
HR-PO|PCF|HSM|INTR|                  9,680
HR-PO|PCF|HSM|INTR|                  9,810
HR-PO|PCF|HSM|INTR|                  9,590
HR-PO|PCF|HSM|INTR|                 13,100
HR-PO|PCF|HSM|INTR|                  5,670
HR-PO|PCF|HSM|INTR|                 10,460
HR-PO|PCF|HSM|INTR|                 18,750
HR-PO|PCF|HSM|INTR|                  8,640
HR-PO|PCF|HSM|INTR|                  9,330
HR-PO|PCF|HSM|INTR|                  9,430
HR-PO|PCF|HSM|INTR|                  9,690
HR-PO|PCF|HSM|INTR|                  9,480
HR-PO|PCF|HSM|INTR|                  9,960
HR-PO|PCF|HSM|INTR|                  9,350
HR-PO|PCF|HSM|INTR|                 10,400
HR-PO|PCF|HSM|INTR|                  8,540
HR-PO|PCF|HSM|INTR|                 20,340
HR-PO|PCF|HSM|INTR|                  9,880
HR-PO|PCF|HSM|INTR|                  9,560
HR-PO|PCF|HSM|INTR|                 10,650
HR-PO|PCF|HSM|INTR|                  9,420
HR-PO|PCF|HSM|INTR|                  9,980
HR-PO|PCF|HSM|INTR|                  9,730
HR-PO|PCF|HSM|INTR|                 10,560
HR-PO|PCF|HSM|INTR|                 19,060
HR-PO|PCF|HSM|INTR|                 18,330
HR-PO|PCF-S|CRM|C009|                 66,590
HR-PO|PCF-S|HSM||                  6,890
HR-PO|PCF-S|HSM||                  4,356
HR-PO|PCF-S|HSM|H405|                156,501
HR-PO|PCF-S|HSM|H701|                 94,475
HR-PO|PCF-S|HSM|H702|                873,560
HR-PO|PCF-S|HSM|H703|                119,160
HR-PO|PCF-S|HSM|H704|              2.185,980
HR-PO|PCF-S|HSM|INTR|                252,100
Iron Ore Fines|RALO00000004|BFC|FH01|            146.306,973
Iron Ore Pellet|RAPL00000001|DRP|D001|             89.401,838
Iron Ore Pellet|RAPL00000001|DRP|D002|            181.999,510
Iron Ore Pellet|RAPL00000001|LOG|LQT1|              3.083,000
Iron Ore Pellet|RAPL00000002|BFC|FY01|             32.999,820
Scrap (Incl HBI & PI)|RASC00000003|LOG|LGN5|                 74,760
Scrap (Incl HBI & PI)|RASC00000003|SSP|S01A|                645,060
Scrap (Incl HBI & PI)|RASC00000003|SSP|S01B|                903,660
Scrap (Incl HBI & PI)|RASC00000004|BSP|B001|                160,970
Scrap (Incl HBI & PI)|RASC00000004|LOG|LGN5|                431,300
Scrap (Incl HBI & PI)|RASC00000004|SSP|S01B|              1.071,150
Scrap (Incl HBI & PI)|RASC00000008|LOG|LGN5|              1.576,498
Scrap (Incl HBI & PI)|RASC00000008|LOG|LQT3|                  2,688
Scrap (Incl HBI & PI)|RASC00000008|SSP|LGN6|                142,320
Scrap (Incl HBI & PI)|RASC00000009|LOG|LQT3|                  4,000
Scrap (Incl HBI & PI)|RASC00000011|BSP|B001|                 64,160
Scrap (Incl HBI & PI)|RASC00000011|LOG|LQT3|                  8,949
Scrap (Incl HBI & PI)|RASC01000001|BSP|B001|              4.404,071
Scrap (Incl HBI & PI)|RASC01000001|LOG|LGN6|                645,490
Scrap (Incl HBI & PI)|RASC01000001|LOG|LGN8|                125,940
Scrap (Incl HBI & PI)|RASC01000001|SSP|S01A|              1.966,390
Scrap (Incl HBI & PI)|RASC01000001|SSP|S01B|              1.514,870
Slab (Impor)|SB|HSM|H001|              6.459,116
Slab (Impor)|SB|HSM|H001|                 20,880
Slab (Impor)|SB|HSM|H001|                 16,900
Slab (Impor)|SB|HSM|H001|                 18,400
Slab (Impor)|SB|HSM|H001|                 82,362
Slab (Impor)|SB|HSM|H001|                 19,434
Slab (Impor)|SB|HSM|H001|                 13,036
Slab (Impor)|SB|HSM|H001|                 14,442
Slab (Impor)|SB|HSM|H001|                 18,415
Slab (Impor)|SB|HSM|H001|                 14,849
Slab (Impor)|SB|HSM|H001|                 23,654
Slab (Impor)|SB|HSM|H001|                 90,856
Slab (Impor)|SB|HSM|H001|                 29,098
Slab (Impor)|SB|HSM|H001|                 27,082
Slab (Impor)|SB|HSM|H001|                275,472
Slab (Impor)|SB|HSM|H001|                446,976
Slab (Impor)|SB|HSM|H001|                 11,249
Slab (Impor)|SB|HSM|H001|                 71,874
Slab (Impor)|SB|HSM|H001|                 92,318
Slab (Impor)|SB|HSM|H001|                427,698
Slab (Impor)|SB|HSM|H001|                340,418
Slab (Impor)|SB|HSM|H001|                538,798
Slab (Impor)|SB|HSM|H001|                606,665
Slab (Impor)|SB|HSM|H001|                236,929
Slab (Impor)|SB|HSM|H001|                246,560
Slab (Impor)|SB|HSM|H001|                408,382
Slab (Impor)|SB|HSM|H001|                 20,908
Slab (Impor)|SB|HSM|H001|                569,403
Slab (Impor)|SB|HSM|H001|                161,828
Slab (Impor)|SB|HSM|H001|                 10,076
Slab (Impor)|SB|HSM|H001|                 14,263
Slab (Impor)|SB|HSM|H001|                 59,336
Slab (Impor)|SB|HSM|H001|                 14,834
Slab (Impor)|SB|HSM|H001|                 89,004
Slab (Impor)|SB|HSM|H001|                 13,907
Slab (Impor)|SB|HSM|H002|             10.010,217
Slab (Impor)|SB|HSM|H002|                 37,356
Slab (Impor)|SB|HSM|H002|                 59,322
Slab (Impor)|SB|HSM|H002|                 70,960
Slab (Impor)|SB|HSM|H002|                189,569
Slab (Impor)|SB|HSM|H002|                 79,480
Slab (Impor)|SB|HSM|H002|                 29,846
Slab (Impor)|SB|HSM|H002|                914,810
Slab (Impor)|SB|HSM|H002|                 32,940
Slab (Impor)|SB|HSM|H002|                 10,832
Slab (Impor)|SB|HSM|H002|                 19,391
Slab (Impor)|SB|HSM|H002|                 14,382
Slab (Impor)|SB|HSM|H002|                 31,845
Slab (Impor)|SB|HSM|H002|                105,643
Slab (Impor)|SB|HSM|H002|                 46,034
Slab (Impor)|SB|HSM|H002|                132,361
Slab (Impor)|SB|HSM|H002|                274,784
Slab (Impor)|SB|HSM|H002|                275,715
Slab (Impor)|SB|HSM|H002|                 43,688
Slab (Impor)|SB|HSM|H002|                 28,730
Slab (Impor)|SB|HSM|H002|                 16,899
Slab (Impor)|SB|HSM|H002|                583,734
Slab (Impor)|SB|HSM|H002|                 72,703
Slab (Impor)|SB|HSM|H002|                 22,389
Slab (Impor)|SB|HSM|H002|                 33,900
Slab (Impor)|SB|HSM|H002|                 27,868
Slab (Impor)|SB|HSM|H002|                 12,742
Slab (Impor)|SB|HSM|H002|                 27,155
Slab (Impor)|SB|HSM|H002|                912,829
Slab (Impor)|SB|HSM|H002|                723,051
Slab (Impor)|SB|HSM|H002|                980,912
Slab (Impor)|SB|HSM|H002|                 34,812
Slab (Impor)|SB|HSM|H002|                210,525
Slab (Impor)|SB|HSM|H002|              1.455,968
Slab (Impor)|SB|HSM|H002|                175,965
Slab (Impor)|SB|HSM|H002|                 43,372
Slab (Impor)|SB|HSM|H002|                 20,905
Slab (Impor)|SB|HSM|H002|                234,141
Slab (Impor)|SB|HSM|H002|                245,355
Slab (Impor)|SB|HSM|H002|                336,758
Slab (Impor)|SB|HSM|H002|                 13,125
Slab (Impor)|SB|HSM|H002|                 23,178
Slab (Impor)|SB|HSM|H002|                 27,834
Slab (Impor)|SB|HSM|H002|                 25,308
Slab (Impor)|SB|HSM|H003|             58.341,129
Slab (Impor)|SB|HSM|H003|                  8,955
Slab (Impor)|SB|HSM|H003|                  8,195
Slab (Impor)|SB|HSM|H003|                 14,775
Slab (Impor)|SB|HSM|H003|                 20,671
Slab (Impor)|SB|HSM|H003|                 17,467
Slab (Impor)|SB|HSM|H003|                 31,868
Slab (Impor)|SB|HSM|H003|                 52,007
Slab (Impor)|SB|HSM|H003|                  9,677
Slab (Impor)|SB|HSM|H003|                 11,421
Slab (Impor)|SB|HSM|H004|              6.442,669
Slab (Impor)|SB|HSM|H004|                 21,643
Slab (Impor)|SB|HSM|H004|                 44,056
Slab (Impor)|SB|SSP|S12A|                444,842
Slab (Impor)|SB|SSP|S12A|                 17,465
Slab (Impor)|SB|SSP|S12A|                 14,834
Slab (Impor)|SB|SSP|S12A|                 23,254
Slab (Impor)|SB|SSP|S12A|                 13,098
Slab (Impor)|SB|SSP|S12A|                 34,930
Slab (Impor)|SB|SSP|S12A|                 17,090
Slab (Impor)|SB|SSP|S12A|                142,688
Slab (Impor)|SB|SSP|S12A|                 14,775
Slab (Impor)|SB|SSP|S12A|                 78,193
Slab (Impor)|SB|SSP|S12A|                 11,265
Slab (Impor)|SB|SSP|S12A|                 31,447
Slab (Impor)|SB|SSP|S12A|                 56,947
Slab (Impor)|SB|SSP|S12A|                 13,262
Slab (Impor)|SB|SSP|S12A|                 75,282
Slab (Impor)|SB|SSP|S12A|                274,169
Slab (Impor)|SB|SSP|S12A|                 80,100
Slab (Impor)|SB|SSP|S12A|                 29,434
Slab (Impor)|SB|SSP|S12A|                 23,459
Slab (Impor)|SB|SSP|S12A|                 51,086
Slab (Impor)|SB|SSP|S12A|                 52,395
Slab (Impor)|SB|SSP|S12A|                 43,994
Slab (Impor)|SB|SSP|S12A|                651,484
Slab (Impor)|SB|SSP|S12A|                302,073
Slab (Impor)|SB|SSP|S12A|                235,047
Slab (Impor)|SB|SSP|S12A|                 14,762
Slab (Impor)|SB|SSP|S12A|                 10,965
Slab (Impor)|SB|SSP|S12A|                 13,265
Slab (Impor)|SB|SSP|S12B|              1.340,648
Slab (Impor)|SB|SSP|S12B|                 59,431
Slab (Impor)|SB|SSP|S12B|                 64,687
Slab (Impor)|SB|SSP|S12B|                 10,615
Slab (Impor)|SB|SSP|S12B|                 16,444
Slab (Impor)|SB|SSP|S12B|                 11,021
Slab (Impor)|SB|SSP|S13A|              1.917,787
Slab (Impor)|SB|SSP|S13A|                 14,762
Slab (Impor)|SB|SSP|S13A|                 30,189
Slab (Impor)|SB|SSP|S13A|                 25,819
Slab (Impor)|SB|SSP|S13A|                 78,924
Slab (Impor)|SB|SSP|S13A|                 13,265
Slab (Impor)|SB|SSP|S13A|                  8,136
Slab (Impor)|SB|SSP|S13A|                 26,409
Slab (Impor)|SB|SSP|S13A|                 13,614
Slab (Impor)|SB|SSP|S13A|                118,435
Slab (Impor)|SB|SSP|S13A|                 31,672
Slab (Impor)|SB|SSP|S13A|                 28,622
Slab (Impor)|SB|SSP|S13A|                 13,891
Slab (Impor)|SB|SSP|S13B|                 36,359
Slab (Impor)|SB|SSP|S13B|                 15,095
Slab (Impor)|SB|SSP|S13B|                 30,417
Slab (Impor)|SB|SSP|S15F|                 17,500
Slab (Impor)|SB|SSP|S15F|                 56,794
Slab (Produksi)|SSF-S|HSM|H001|                263,282
Slab (Produksi)|SSF-S|HSM|H002|                277,461
Slab (Produksi)|SSF-S|HSM|H003|                 53,278
Slab (Produksi)|SSF-S|SSP|S12A|                331,854
Slab (Produksi)|SSF-S|SSP|S12B|                409,035
Slab (Produksi)|SSF-S|SSP|S13A|                 95,511
Slab (Produksi)|SSF-S|SSP|S15F|                164,699
Slab (Produksi)|SSF-S|SSP|S15H|                 29,605
Slab (Produksi)|SSN|HSM|H001|                385,259
Slab (Produksi)|SSN|HSM|H001|                113,707
Slab (Produksi)|SSN|HSM|H001|                 21,942
Slab (Produksi)|SSN|HSM|H001|                 30,332
Slab (Produksi)|SSN|HSM|H001|                 20,094
Slab (Produksi)|SSN|HSM|H001|                411,423
Slab (Produksi)|SSN|HSM|H001|                106,431
Slab (Produksi)|SSN|HSM|H001|                 26,802
Slab (Produksi)|SSN|HSM|H001|                176,126
Slab (Produksi)|SSN|HSM|H001|                 31,601
Slab (Produksi)|SSN|HSM|H001|                248,918
Slab (Produksi)|SSN|HSM|H001|                572,696
Slab (Produksi)|SSN|HSM|H001|                 25,582
Slab (Produksi)|SSN|HSM|H001|                 31,989
Slab (Produksi)|SSN|HSM|H001|                 30,002
Slab (Produksi)|SSN|HSM|H001|                 76,081
Slab (Produksi)|SSN|HSM|H001|                 17,029
Slab (Produksi)|SSN|HSM|H001|                 38,368
Slab (Produksi)|SSN|HSM|H001|                 28,533
Slab (Produksi)|SSN|HSM|H001|                 11,376
Slab (Produksi)|SSN|HSM|H001|                 14,906
Slab (Produksi)|SSN|HSM|H001|                 37,281
Slab (Produksi)|SSN|HSM|H001|                 54,665
Slab (Produksi)|SSN|HSM|H001|                 53,868
Slab (Produksi)|SSN|HSM|H001|                 55,544
Slab (Produksi)|SSN|HSM|H001|                 28,013
Slab (Produksi)|SSN|HSM|H001|                 34,952
Slab (Produksi)|SSN|HSM|H001|                115,215
Slab (Produksi)|SSN|HSM|H001|                 60,803
Slab (Produksi)|SSN|HSM|H001|                 90,642
Slab (Produksi)|SSN|HSM|H001|                179,830
Slab (Produksi)|SSN|HSM|H001|                 78,600
Slab (Produksi)|SSN|HSM|H001|                 41,814
Slab (Produksi)|SSN|HSM|H001|                114,354
Slab (Produksi)|SSN|HSM|H001|                156,377
Slab (Produksi)|SSN|HSM|H001|                 13,111
Slab (Produksi)|SSN|HSM|H001|                640,785
Slab (Produksi)|SSN|HSM|H001|                333,013
Slab (Produksi)|SSN|HSM|H001|                 31,115
Slab (Produksi)|SSN|HSM|H001|                 51,765
Slab (Produksi)|SSN|HSM|H001|                117,314
Slab (Produksi)|SSN|HSM|H001|                 27,727
Slab (Produksi)|SSN|HSM|H001|                  8,289
Slab (Produksi)|SSN|HSM|H001|                 10,906
Slab (Produksi)|SSN|HSM|H001|                 19,429
Slab (Produksi)|SSN|HSM|H001|                 22,724
Slab (Produksi)|SSN|HSM|H001|                  8,243
Slab (Produksi)|SSN|HSM|H002|                  6,557
Slab (Produksi)|SSN|HSM|H002|                 29,596
Slab (Produksi)|SSN|HSM|H002|                477,847
Slab (Produksi)|SSN|HSM|H002|                 37,561
Slab (Produksi)|SSN|HSM|H002|                  8,215
Slab (Produksi)|SSN|HSM|H002|                 17,922
Slab (Produksi)|SSN|HSM|H002|                631,866
Slab (Produksi)|SSN|HSM|H002|                 16,677
Slab (Produksi)|SSN|HSM|H002|                 19,182
Slab (Produksi)|SSN|HSM|H002|                 19,949
Slab (Produksi)|SSN|HSM|H002|                265,069
Slab (Produksi)|SSN|HSM|H002|                601,191
Slab (Produksi)|SSN|HSM|H002|                 58,961
Slab (Produksi)|SSN|HSM|H002|                178,633
Slab (Produksi)|SSN|HSM|H002|                 40,095
Slab (Produksi)|SSN|HSM|H002|                 16,682
Slab (Produksi)|SSN|HSM|H002|                 16,084
Slab (Produksi)|SSN|HSM|H002|                403,924
Slab (Produksi)|SSN|HSM|H002|                  9,055
Slab (Produksi)|SSN|HSM|H002|                 45,176
Slab (Produksi)|SSN|HSM|H002|                 11,417
Slab (Produksi)|SSN|HSM|H002|                 20,660
Slab (Produksi)|SSN|HSM|H002|                 80,163
Slab (Produksi)|SSN|HSM|H002|                 24,237
Slab (Produksi)|SSN|HSM|H002|                112,995
Slab (Produksi)|SSN|HSM|H002|                 46,572
Slab (Produksi)|SSN|HSM|H002|                531,877
Slab (Produksi)|SSN|HSM|H002|                 58,486
Slab (Produksi)|SSN|HSM|H002|                 40,636
Slab (Produksi)|SSN|HSM|H002|                390,449
Slab (Produksi)|SSN|HSM|H002|                432,862
Slab (Produksi)|SSN|HSM|H002|                 26,116
Slab (Produksi)|SSN|HSM|H002|                 62,099
Slab (Produksi)|SSN|HSM|H002|                 85,145
Slab (Produksi)|SSN|HSM|H002|                 91,135
Slab (Produksi)|SSN|HSM|H002|                111,663
Slab (Produksi)|SSN|HSM|H002|                115,537
Slab (Produksi)|SSN|HSM|H002|                186,143
Slab (Produksi)|SSN|HSM|H002|                486,873
Slab (Produksi)|SSN|HSM|H002|              1.188,421
Slab (Produksi)|SSN|HSM|H002|                 46,918
Slab (Produksi)|SSN|HSM|H002|                 27,745
Slab (Produksi)|SSN|HSM|H002|                 20,441
Slab (Produksi)|SSN|HSM|H002|                 12,658
Slab (Produksi)|SSN|HSM|H002|                 10,228
Slab (Produksi)|SSN|HSM|H002|                 68,973
Slab (Produksi)|SSN|HSM|H002|                 42,797
Slab (Produksi)|SSN|HSM|H002|                199,351
Slab (Produksi)|SSN|HSM|H002|                 22,754
Slab (Produksi)|SSN|HSM|H002|                 21,256
Slab (Produksi)|SSN|HSM|H002|                 18,987
Slab (Produksi)|SSN|HSM|H002|                  9,156
Slab (Produksi)|SSN|HSM|H002|                 10,791
Slab (Produksi)|SSN|HSM|H002|                  8,185
Slab (Produksi)|SSN|HSM|H003|                 42,065
Slab (Produksi)|SSN|HSM|H003|                 16,677
Slab (Produksi)|SSN|HSM|H003|                 12,832
Slab (Produksi)|SSN|HSM|H003|                 18,984
Slab (Produksi)|SSN|HSM|H003|                 18,877
Slab (Produksi)|SSN|HSM|H003|                 11,782
Slab (Produksi)|SSN|HSM|H003|                 30,363
Slab (Produksi)|SSN|SSP|S12A|                 29,023
Slab (Produksi)|SSN|SSP|S12A|                 29,214
Slab (Produksi)|SSN|SSP|S12A|                 15,059
Slab (Produksi)|SSN|SSP|S12A|              1.555,571
Slab (Produksi)|SSN|SSP|S12A|                 14,350
Slab (Produksi)|SSN|SSP|S12A|                 10,772
Slab (Produksi)|SSN|SSP|S12A|                 56,729
Slab (Produksi)|SSN|SSP|S12A|                 44,856
Slab (Produksi)|SSN|SSP|S12A|                 73,948
Slab (Produksi)|SSN|SSP|S12A|                 18,007
