Material|Material Description|Sales Value (Rp)|Sales Value ($)|Billing Date|Billing Number|Net Weight|UoM|Dist. Channel|Invoice Value (Rp)|DP Value (Rp)|PPn Value (Rp)|PPh Value (Rp)|Invoice Value ($)|DP Value ($)|PPn Value ($)|PPh Value ($)
CCF|C R Coil Soft Finished|               0,00|               0,00|20181003|8000262462|         13.930,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181003|8000262462|         27.170,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181003|8000262462|         25.640,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|   1.534.568.536,00|         102.386,40|20181002|8000262325|         35.670,000|TO|D0|   1.688.025.389,00|               0,00|     153.456.853,00|               0,00|         112.625,05|               0,00|          10.238,65|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181002|8000262325|         36.470,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181002|8000262325|         36.570,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181002|8000262325|         18.160,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181002|8000262325|         18.460,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|     199.793.720,00|          13.242,33|20181003|8000262466|         19.130,000|TO|D0|     219.773.092,00|               0,00|      19.979.372,00|               0,00|          14.566,56|               0,00|           1.324,23|               0,00
CCF|C R Coil Soft Finished|     168.810.000,00|          11.263,00|20181002|8000262328|         16.550,000|TO|D0|     186.197.430,00|               0,00|      16.881.000,00|         506.430,00|          12.423,09|               0,00|           1.126,30|              33,79
CCF-S|0C R Coil Soft Finished - Stock|     113.040.000,00|           7.542,03|20181002|8000262308|         12.560,000|TO|D0|     124.683.120,00|               0,00|      11.304.000,00|         339.120,00|           8.318,86|               0,00|             754,20|              22,63
FCF|C R Coil Hard Finished|   2.102.095.165,00|         141.029,56|20181001|8000262299|         19.950,000|TO|D0|   2.312.304.681,00|               0,00|     210.209.516,00|               0,00|         155.132,52|               0,00|          14.102,96|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181001|8000262299|         33.060,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181001|8000262299|         16.240,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181001|8000262299|         59.520,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181001|8000262299|         40.000,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181001|8000262299|         20.000,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|     569.067.970,00|          37.968,22|20181002|8000262342|         15.670,000|TO|D0|     625.974.767,00|               0,00|      56.906.797,00|               0,00|          41.765,04|               0,00|           3.796,82|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181002|8000262342|         18.920,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181002|8000262342|         15.810,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
